RosyBrown4	(139, 105, 105)	(8B, 69, 69)	(0.55, 0.41, 0.41)
IndianRed1	(255, 106, 106)	(FF, 6A, 6A)	(1.00, 0.42, 0.42)
IndianRed2	(238, 99, 99)	(EE, 63, 63)	(0.93, 0.39, 0.39)
IndianRed3	(205, 85, 85)	(CD, 55, 55)	(0.80, 0.33, 0.33)
IndianRed4	(139, 58, 58)	(8B, 3A, 3A)	(0.55, 0.23, 0.23)
sienna1	(255, 130, 71)	(FF, 82, 47)	(1.00, 0.51, 0.28)
sienna2	(238, 121, 66)	(EE, 79, 42)	(0.93, 0.47, 0.26)
sienna3	(205, 104, 57)	(CD, 68, 39)	(0.80, 0.41, 0.22)
sienna4	(139, 71, 38)	(8B, 47, 26)	(0.55, 0.28, 0.15)
burlywood1	(255, 211, 155)	(FF, D3, 9B)	(1.00, 0.83, 0.61)
burlywood2	(238, 197, 145)	(EE, C5, 91)	(0.93, 0.77, 0.57)
burlywood3	(205, 170, 125)	(CD, AA, 7D)	(0.80, 0.67, 0.49)
burlywood4	(139, 115, 85)	(8B, 73, 55)	(0.55, 0.45, 0.33)
wheat1	(255, 231, 186)	(FF, E7, BA)	(1.00, 0.91, 0.73)
wheat2	(238, 216, 174)	(EE, D8, AE)	(0.93, 0.85, 0.68)
wheat3	(205, 186, 150)	(CD, BA, 96)	(0.80, 0.73, 0.59)
wheat4	(139, 126, 102)	(8B, 7E, 66)	(0.55, 0.49, 0.40)
tan1	(255, 165, 79)	(FF, A5, 4F)	(1.00, 0.65, 0.31)
tan2	(238, 154, 73)	(EE, 9A, 49)	(0.93, 0.60, 0.29)
tan3	(205, 133, 63)	(CD, 85, 3F)	(0.80, 0.52, 0.25)
tan4	(139, 90, 43)	(8B, 5A, 2B)	(0.55, 0.35, 0.17)
chocolate1	(255, 127, 36)	(FF, 7F, 24)	(1.00, 0.50, 0.14)
chocolate2	(238, 118, 33)	(EE, 76, 21)	(0.93, 0.46, 0.13)
chocolate3	(205, 102, 29)	(CD, 66, 1D)	(0.80, 0.40, 0.11)
chocolate4	(139, 69, 19)	(8B, 45, 13)	(0.55, 0.27, 0.07)
firebrick1	(255, 48, 48)	(FF, 30, 30)	(1.00, 0.19, 0.19)
firebrick2	(238, 44, 44)	(EE, 2C, 2C)	(0.93, 0.17, 0.17)
firebrick3	(205, 38, 38)	(CD, 26, 26)	(0.80, 0.15, 0.15)
firebrick4	(139, 26, 26)	(8B, 1A, 1A)	(0.55, 0.10, 0.10)
brown1	(255, 64, 64)	(FF, 40, 40)	(1.00, 0.25, 0.25)
brown2	(238, 59, 59)	(EE, 3B, 3B)	(0.93, 0.23, 0.23)
brown3	(205, 51, 51)	(CD, 33, 33)	(0.80, 0.20, 0.20)
brown4	(139, 35, 35)	(8B, 23, 23)	(0.55, 0.14, 0.14)
salmon1	(255, 140, 105)	(FF, 8C, 69)	(1.00, 0.55, 0.41)
salmon2	(238, 130, 98)	(EE, 82, 62)	(0.93, 0.51, 0.38)
salmon3	(205, 112, 84)	(CD, 70, 54)	(0.80, 0.44, 0.33)
salmon4	(139, 76, 57)	(8B, 4C, 39)	(0.55, 0.30, 0.22)
LightSalmon1	(255, 160, 122)	(FF, A0, 7A)	(1.00, 0.63, 0.48)
LightSalmon2	(238, 149, 114)	(EE, 95, 72)	(0.93, 0.58, 0.45)
LightSalmon3	(205, 129, 98)	(CD, 81, 62)	(0.80, 0.51, 0.38)
LightSalmon4	(139, 87, 66)	(8B, 57, 42)	(0.55, 0.34, 0.26)
orange1	(255, 165, 0)	(FF, A5, 00)	(1.00, 0.65, 0.00)
orange2	(238, 154, 0)	(EE, 9A, 00)	(0.93, 0.60, 0.00)
orange3	(205, 133, 0)	(CD, 85, 00)	(0.80, 0.52, 0.00)
orange4	(139, 90, 0)	(8B, 5A, 00)	(0.55, 0.35, 0.00)
DarkOrange1	(255, 127, 0)	(FF, 7F, 00)	(1.00, 0.50, 0.00)
DarkOrange2	(238, 118, 0)	(EE, 76, 00)	(0.93, 0.46, 0.00)
DarkOrange3	(205, 102, 0)	(CD, 66, 00)	(0.80, 0.40, 0.00)
DarkOrange4	(139, 69, 0)	(8B, 45, 00)	(0.55, 0.27, 0.00)
coral1	(255, 114, 86)	(FF, 72, 56)	(1.00, 0.45, 0.34)
coral2	(238, 106, 80)	(EE, 6A, 50)	(0.93, 0.42, 0.31)
coral3	(205, 91, 69)	(CD, 5B, 45)	(0.80, 0.36, 0.27)
coral4	(139, 62, 47)	(8B, 3E, 2F)	(0.55, 0.24, 0.18)
tomato1	(255, 99, 71)	(FF, 63, 47)	(1.00, 0.39, 0.28)
tomato2	(238, 92, 66)	(EE, 5C, 42)	(0.93, 0.36, 0.26)
tomato3	(205, 79, 57)	(CD, 4F, 39)	(0.80, 0.31, 0.22)
tomato4	(139, 54, 38)	(8B, 36, 26)	(0.55, 0.21, 0.15)
OrangeRed1	(255, 69, 0)	(FF, 45, 00)	(1.00, 0.27, 0.00)
OrangeRed2	(238, 64, 0)	(EE, 40, 00)	(0.93, 0.25, 0.00)
OrangeRed3	(205, 55, 0)	(CD, 37, 00)	(0.80, 0.22, 0.00)
OrangeRed4	(139, 37, 0)	(8B, 25, 00)	(0.55, 0.15, 0.00)
red1	(255, 0, 0)	(FF, 00, 00)	(1.00, 0.00, 0.00)
red2	(238, 0, 0)	(EE, 00, 00)	(0.93, 0.00, 0.00)
red3	(205, 0, 0)	(CD, 00, 00)	(0.80, 0.00, 0.00)
red4	(139, 0, 0)	(8B, 00, 00)	(0.55, 0.00, 0.00)
DeepPink1	(255, 20, 147)	(FF, 14, 93)	(1.00, 0.08, 0.58)
DeepPink2	(238, 18, 137)	(EE, 12, 89)	(0.93, 0.07, 0.54)
DeepPink3	(205, 16, 118)	(CD, 10, 76)	(0.80, 0.06, 0.46)
DeepPink4	(139, 10, 80)	(8B, 0A, 50)	(0.55, 0.04, 0.31)
HotPink1	(255, 110, 180)	(FF, 6E, B4)	(1.00, 0.43, 0.71)
HotPink2	(238, 106, 167)	(EE, 6A, A7)	(0.93, 0.42, 0.65)
HotPink3	(205, 96, 144)	(CD, 60, 90)	(0.80, 0.38, 0.56)
HotPink4	(139, 58, 98)	(8B, 3A, 62)	(0.55, 0.23, 0.38)
pink1	(255, 181, 197)	(FF, B5, C5)	(1.00, 0.71, 0.77)
pink2	(238, 169, 184)	(EE, A9, B8)	(0.93, 0.66, 0.72)
pink3	(205, 145, 158)	(CD, 91, 9E)	(0.80, 0.57, 0.62)
pink4	(139, 99, 108)	(8B, 63, 6C)	(0.55, 0.39, 0.42)
LightPink1	(255, 174, 185)	(FF, AE, B9)	(1.00, 0.68, 0.73)
LightPink2	(238, 162, 173)	(EE, A2, AD)	(0.93, 0.64, 0.68)
LightPink3	(205, 140, 149)	(CD, 8C, 95)	(0.80, 0.55, 0.58)
LightPink4	(139, 95, 101)	(8B, 5F, 65)	(0.55, 0.37, 0.40)
PaleVioletRed1	(255, 130, 171)	(FF, 82, AB)	(1.00, 0.51, 0.67)
PaleVioletRed2	(238, 121, 159)	(EE, 79, 9F)	(0.93, 0.47, 0.62)
PaleVioletRed3	(205, 104, 137)	(CD, 68, 89)	(0.80, 0.41, 0.54)
PaleVioletRed4	(139, 71, 93)	(8B, 47, 5D)	(0.55, 0.28, 0.36)
maroon1	(255, 52, 179)	(FF, 34, B3)	(1.00, 0.20, 0.70)
maroon2	(238, 48, 167)	(EE, 30, A7)	(0.93, 0.19, 0.65)
maroon3	(205, 41, 144)	(CD, 29, 90)	(0.80, 0.16, 0.56)
maroon4	(139, 28, 98)	(8B, 1C, 62)	(0.55, 0.11, 0.38)
VioletRed1	(255, 62, 150)	(FF, 3E, 96)	(1.00, 0.24, 0.59)
VioletRed2	(238, 58, 140)	(EE, 3A, 8C)	(0.93, 0.23, 0.55)
VioletRed3	(205, 50, 120)	(CD, 32, 78)	(0.80, 0.20, 0.47)
VioletRed4	(139, 34, 82)	(8B, 22, 52)	(0.55, 0.13, 0.32)
magenta1	(255, 0, 255)	(FF, 00, FF)	(1.00, 0.00, 1.00)
magenta2	(238, 0, 238)	(EE, 00, EE)	(0.93, 0.00, 0.93)
magenta3	(205, 0, 205)	(CD, 00, CD)	(0.80, 0.00, 0.80)
magenta4	(139, 0, 139)	(8B, 00, 8B)	(0.55, 0.00, 0.55)
orchid1	(255, 131, 250)	(FF, 83, FA)	(1.00, 0.51, 0.98)
orchid2	(238, 122, 233)	(EE, 7A, E9)	(0.93, 0.48, 0.91)
orchid3	(205, 105, 201)	(CD, 69, C9)	(0.80, 0.41, 0.79)
orchid4	(139, 71, 137)	(8B, 47, 89)	(0.55, 0.28, 0.54)
plum1	(255, 187, 255)	(FF, BB, FF)	(1.00, 0.73, 1.00)
plum2	(238, 174, 238)	(EE, AE, EE)	(0.93, 0.68, 0.93)
plum3	(205, 150, 205)	(CD, 96, CD)	(0.80, 0.59, 0.80)
plum4	(139, 102, 139)	(8B, 66, 8B)	(0.55, 0.40, 0.55)
MediumOrchid1	(224, 102, 255)	(E0, 66, FF)	(0.88, 0.40, 1.00)
MediumOrchid2	(209, 95, 238)	(D1, 5F, EE)	(0.82, 0.37, 0.93)
MediumOrchid3	(180, 82, 205)	(B4, 52, CD)	(0.71, 0.32, 0.80)
MediumOrchid4	(122, 55, 139)	(7A, 37, 8B)	(0.48, 0.22, 0.55)
DarkOrchid1	(191, 62, 255)	(BF, 3E, FF)	(0.75, 0.24, 1.00)
DarkOrchid2	(178, 58, 238)	(B2, 3A, EE)	(0.70, 0.23, 0.93)
DarkOrchid3	(154, 50, 205)	(9A, 32, CD)	(0.60, 0.20, 0.80)
DarkOrchid4	(104, 34, 139)	(68, 22, 8B)	(0.41, 0.13, 0.55)
purple1	(155, 48, 255)	(9B, 30, FF)	(0.61, 0.19, 1.00)
purple2	(145, 44, 238)	(91, 2C, EE)	(0.57, 0.17, 0.93)
purple3	(125, 38, 205)	(7D, 26, CD)	(0.49, 0.15, 0.80)
purple4	(85, 26, 139)	(55, 1A, 8B)	(0.33, 0.10, 0.55)
MediumPurple1	(171, 130, 255)	(AB, 82, FF)	(0.67, 0.51, 1.00)
MediumPurple2	(159, 121, 238)	(9F, 79, EE)	(0.62, 0.47, 0.93)
MediumPurple3	(137, 104, 205)	(89, 68, CD)	(0.54, 0.41, 0.80)
MediumPurple4	(93, 71, 139)	(5D, 47, 8B)	(0.36, 0.28, 0.55)
thistle1	(255, 225, 255)	(FF, E1, FF)	(1.00, 0.88, 1.00)
thistle2	(238, 210, 238)	(EE, D2, EE)	(0.93, 0.82, 0.93)
thistle3	(205, 181, 205)	(CD, B5, CD)	(0.80, 0.71, 0.80)
thistle4	(139, 123, 139)	(8B, 7B, 8B)	(0.55, 0.48, 0.55)
gray0	(0, 0, 0)	(00, 00, 00)	(0.00, 0.00, 0.00)
gray1	(3, 3, 3)	(03, 03, 03)	(0.01, 0.01, 0.01)
gray2	(5, 5, 5)	(05, 05, 05)	(0.02, 0.02, 0.02)
gray3	(8, 8, 8)	(08, 08, 08)	(0.03, 0.03, 0.03)
gray4	(10, 10, 10)	(0A, 0A, 0A)	(0.04, 0.04, 0.04)
gray5	(13, 13, 13)	(0D, 0D, 0D)	(0.05, 0.05, 0.05)
gray6	(15, 15, 15)	(0F, 0F, 0F)	(0.06, 0.06, 0.06)
gray7	(18, 18, 18)	(12, 12, 12)	(0.07, 0.07, 0.07)
gray8	(20, 20, 20)	(14, 14, 14)	(0.08, 0.08, 0.08)
gray9	(23, 23, 23)	(17, 17, 17)	(0.09, 0.09, 0.09)
gray10	(26, 26, 26)	(1A, 1A, 1A)	(0.10, 0.10, 0.10)
gray11	(28, 28, 28)	(1C, 1C, 1C)	(0.11, 0.11, 0.11)
gray12	(31, 31, 31)	(1F, 1F, 1F)	(0.12, 0.12, 0.12)
gray13	(33, 33, 33)	(21, 21, 21)	(0.13, 0.13, 0.13)
gray14	(36, 36, 36)	(24, 24, 24)	(0.14, 0.14, 0.14)
gray15	(38, 38, 38)	(26, 26, 26)	(0.15, 0.15, 0.15)
gray16	(41, 41, 41)	(29, 29, 29)	(0.16, 0.16, 0.16)
gray17	(43, 43, 43)	(2B, 2B, 2B)	(0.17, 0.17, 0.17)
gray18	(46, 46, 46)	(2E, 2E, 2E)	(0.18, 0.18, 0.18)
gray19	(48, 48, 48)	(30, 30, 30)	(0.19, 0.19, 0.19)
gray20	(51, 51, 51)	(33, 33, 33)	(0.20, 0.20, 0.20)
gray21	(54, 54, 54)	(36, 36, 36)	(0.21, 0.21, 0.21)
gray22	(56, 56, 56)	(38, 38, 38)	(0.22, 0.22, 0.22)
gray23	(59, 59, 59)	(3B, 3B, 3B)	(0.23, 0.23, 0.23)
gray24	(61, 61, 61)	(3D, 3D, 3D)	(0.24, 0.24, 0.24)
gray25	(64, 64, 64)	(40, 40, 40)	(0.25, 0.25, 0.25)
gray26	(66, 66, 66)	(42, 42, 42)	(0.26, 0.26, 0.26)
gray27	(69, 69, 69)	(45, 45, 45)	(0.27, 0.27, 0.27)
gray28	(71, 71, 71)	(47, 47, 47)	(0.28, 0.28, 0.28)
gray29	(74, 74, 74)	(4A, 4A, 4A)	(0.29, 0.29, 0.29)
gray30	(77, 77, 77)	(4D, 4D, 4D)	(0.30, 0.30, 0.30)
gray31	(79, 79, 79)	(4F, 4F, 4F)	(0.31, 0.31, 0.31)
gray32	(82, 82, 82)	(52, 52, 52)	(0.32, 0.32, 0.32)
gray33	(84, 84, 84)	(54, 54, 54)	(0.33, 0.33, 0.33)
gray34	(87, 87, 87)	(57, 57, 57)	(0.34, 0.34, 0.34)
gray35	(89, 89, 89)	(59, 59, 59)	(0.35, 0.35, 0.35)
gray36	(92, 92, 92)	(5C, 5C, 5C)	(0.36, 0.36, 0.36)
gray37	(94, 94, 94)	(5E, 5E, 5E)	(0.37, 0.37, 0.37)
gray38	(97, 97, 97)	(61, 61, 61)	(0.38, 0.38, 0.38)
gray39	(99, 99, 99)	(63, 63, 63)	(0.39, 0.39, 0.39)
gray40	(102, 102, 102)	(66, 66, 66)	(0.40, 0.40, 0.40)
gray41	(105, 105, 105)	(69, 69, 69)	(0.41, 0.41, 0.41)
gray42	(107, 107, 107)	(6B, 6B, 6B)	(0.42, 0.42, 0.42)
gray43	(110, 110, 110)	(6E, 6E, 6E)	(0.43, 0.43, 0.43)
gray44	(112, 112, 112)	(70, 70, 70)	(0.44, 0.44, 0.44)
gray45	(115, 115, 115)	(73, 73, 73)	(0.45, 0.45, 0.45)
gray46	(117, 117, 117)	(75, 75, 75)	(0.46, 0.46, 0.46)
gray47	(120, 120, 120)	(78, 78, 78)	(0.47, 0.47, 0.47)
gray48	(122, 122, 122)	(7A, 7A, 7A)	(0.48, 0.48, 0.48)
gray49	(125, 125, 125)	(7D, 7D, 7D)	(0.49, 0.49, 0.49)
gray50	(127, 127, 127)	(7F, 7F, 7F)	(0.50, 0.50, 0.50)
gray51	(130, 130, 130)	(82, 82, 82)	(0.51, 0.51, 0.51)
gray52	(133, 133, 133)	(85, 85, 85)	(0.52, 0.52, 0.52)
gray53	(135, 135, 135)	(87, 87, 87)	(0.53, 0.53, 0.53)
gray54	(138, 138, 138)	(8A, 8A, 8A)	(0.54, 0.54, 0.54)
gray55	(140, 140, 140)	(8C, 8C, 8C)	(0.55, 0.55, 0.55)
gray56	(143, 143, 143)	(8F, 8F, 8F)	(0.56, 0.56, 0.56)
gray57	(145, 145, 145)	(91, 91, 91)	(0.57, 0.57, 0.57)
gray58	(148, 148, 148)	(94, 94, 94)	(0.58, 0.58, 0.58)
gray59	(150, 150, 150)	(96, 96, 96)	(0.59, 0.59, 0.59)
gray60	(153, 153, 153)	(99, 99, 99)	(0.60, 0.60, 0.60)
gray61	(156, 156, 156)	(9C, 9C, 9C)	(0.61, 0.61, 0.61)
gray62	(158, 158, 158)	(9E, 9E, 9E)	(0.62, 0.62, 0.62)
gray63	(161, 161, 161)	(A1, A1, A1)	(0.63, 0.63, 0.63)
gray64	(163, 163, 163)	(A3, A3, A3)	(0.64, 0.64, 0.64)
gray65	(166, 166, 166)	(A6, A6, A6)	(0.65, 0.65, 0.65)
gray66	(168, 168, 168)	(A8, A8, A8)	(0.66, 0.66, 0.66)
gray67	(171, 171, 171)	(AB, AB, AB)	(0.67, 0.67, 0.67)
gray68	(173, 173, 173)	(AD, AD, AD)	(0.68, 0.68, 0.68)
gray69	(176, 176, 176)	(B0, B0, B0)	(0.69, 0.69, 0.69)
gray70	(179, 179, 179)	(B3, B3, B3)	(0.70, 0.70, 0.70)
gray71	(181, 181, 181)	(B5, B5, B5)	(0.71, 0.71, 0.71)
gray72	(184, 184, 184)	(B8, B8, B8)	(0.72, 0.72, 0.72)
gray73	(186, 186, 186)	(BA, BA, BA)	(0.73, 0.73, 0.73)
gray74	(189, 189, 189)	(BD, BD, BD)	(0.74, 0.74, 0.74)
gray75	(191, 191, 191)	(BF, BF, BF)	(0.75, 0.75, 0.75)
gray76	(194, 194, 194)	(C2, C2, C2)	(0.76, 0.76, 0.76)
gray77	(196, 196, 196)	(C4, C4, C4)	(0.77, 0.77, 0.77)
gray78	(199, 199, 199)	(C7, C7, C7)	(0.78, 0.78, 0.78)
gray79	(201, 201, 201)	(C9, C9, C9)	(0.79, 0.79, 0.79)
gray80	(204, 204, 204)	(CC, CC, CC)	(0.80, 0.80, 0.80)
gray81	(207, 207, 207)	(CF, CF, CF)	(0.81, 0.81, 0.81)
gray82	(209, 209, 209)	(D1, D1, D1)	(0.82, 0.82, 0.82)
gray83	(212, 212, 212)	(D4, D4, D4)	(0.83, 0.83, 0.83)
gray84	(214, 214, 214)	(D6, D6, D6)	(0.84, 0.84, 0.84)
gray85	(217, 217, 217)	(D9, D9, D9)	(0.85, 0.85, 0.85)
gray86	(219, 219, 219)	(DB, DB, DB)	(0.86, 0.86, 0.86)
gray87	(222, 222, 222)	(DE, DE, DE)	(0.87, 0.87, 0.87)
gray88	(224, 224, 224)	(E0, E0, E0)	(0.88, 0.88, 0.88)
gray89	(227, 227, 227)	(E3, E3, E3)	(0.89, 0.89, 0.89)
gray90	(229, 229, 229)	(E5, E5, E5)	(0.90, 0.90, 0.90)
gray91	(232, 232, 232)	(E8, E8, E8)	(0.91, 0.91, 0.91)
gray92	(235, 235, 235)	(EB, EB, EB)	(0.92, 0.92, 0.92)
gray93	(237, 237, 237)	(ED, ED, ED)	(0.93, 0.93, 0.93)
gray94	(240, 240, 240)	(F0, F0, F0)	(0.94, 0.94, 0.94)
gray95	(242, 242, 242)	(F2, F2, F2)	(0.95, 0.95, 0.95)
gray96	(245, 245, 245)	(F5, F5, F5)	(0.96, 0.96, 0.96)
gray97	(247, 247, 247)	(F7, F7, F7)	(0.97, 0.97, 0.97)
gray98	(250, 250, 250)	(FA, FA, FA)	(0.98, 0.98, 0.98)
gray99	(252, 252, 252)	(FC, FC, FC)	(0.99, 0.99, 0.99)
gray100	(255, 255, 255)	(FF, FF, FF)	(1.00, 1.00, 1.00)
DarkGray	(169, 169, 169)	(A9, A9, A9)	(0.66, 0.66, 0.66)
DarkBlue	(0, 0, 139)	(00, 00, 8B)	(0.00, 0.00, 0.55)
DarkCyan	(0, 139, 139)	(00, 8B, 8B)	(0.00, 0.55, 0.55)
DarkMagenta	(139, 0, 139)	(8B, 00, 8B)	(0.55, 0.00, 0.55)
DarkRed	(139, 0, 0)	(8B, 00, 00)	(0.55, 0.00, 0.00)
LightGreen	(144, 238, 144)	(90, EE, 90)	(0.56, 0.93, 0.56)
